OBJECTID,agency,comments,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,gisacres,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,SHAPE_Length,SHAPE_Area
1242,USFS,WFDSS,Infrared Image,2018/07/03 00:00:00+00,2018-CAKNF-004499,2018,PETERSBURG,CAKNF,2018/07/01 19:02:00+00,229.41581659,,LXY9,,CAKNF,CA,,004499,{83F5DEC0-6AF7-414E-8DB3-E44117B70F9E},N,,0.0600851778891426,9.94990929737093e-05
1244,USFS,WFDSS,Hand Sketch,2017/08/13 00:00:00+00,2017-CASRF-000909,2017,POTATO,,2017/08/11 00:00:00+00,10.70095867,,K9FL,,CASRF,CA,,000909,{4934357F-76FC-49E6-BD57-98BE97D442E2},N,,0.0081523228860275,4.61257275305593e-06
1257,USFS,,Infrared Image,2017/08/13 00:00:00+00,2017-CAMDF-000722,2017,COVE,CAMDF,2017/08/13 03:45:00+00,30771.91581303,,,,CAMDF,CA,,000722,{3C266349-EE7D-4DD0-9399-EDAB732BD09A},N,,0.718208100784095,0.0133840830650612
1276,State Agency,UC Field Station,Unknown,2013/06/20 00:00:00+00,2011-CANEU-015232,2011,KRISTA,,2011/07/09 00:00:00+00,341.67795636,,F60R,,CANEU,CA,,015232,,N,,0.066347656465742,0.000144238179910789
1280,State Agency,,Unknown,2013/06/20 00:00:00+00,2011-CABEU-001778,2011,CATTLEMAN,,2011/05/29 00:00:00+00,384.79502446,,F4DQ,,CABEU,CA,,001778,,N,,0.0649774702029559,0.000155717319959475
1281,BLM,GPS ground,GPS-Walked/ Driven,2011/12/04 00:00:00+00,2011-CACDD-011831,2011,Stoddard,,2011/08/11 00:00:00+00,10.15546516,,F94T,,CACDD,CA,,011831,,N,,0.0126709343188815,4.04069576747992e-06
1289,CDF,FIMT,Unknown,2017/08/18 00:00:00+00,2017-CARRU-100198,2017,MIAS,CARRU,2017/08/17 09:59:59+00,521.08555707,,K9P2,,CARRU,CA,,100198,{9FC82EB2-40A5-4ABB-B0D4-72F86BF151DC},N,,0.112733755472109,0.000205724032162724
1308,Local agency,FIMT,Unknown,2011/09/12 00:00:00+00,2011-CAKRN-GFM9,2011,Comanche Complex,,2011/09/12 01:25:00+00,910.97009145,,GFM9,,CAKRN,CA,,,,N,,0.125971406152751,0.0003638205905468
1321,State Agency,Event Standard Perims,Mixed Methods,2018/06/29 00:00:00+00,2018-CATGU-006031,2018,LANE,CATGU,2018/06/28 19:30:00+00,3715.68275247,,LWZ1,,CATGU,CA,,006031,{DD21A8BA-CB81-408E-A88D-831863AB0A53},N,,0.31561741108657,0.00159345743307912
1352,CDF,WFDSS,GPS-Flight,2018/07/27 00:00:00+00,2018-CALMU-003881,2018,Roxie,CALNF,2018/07/26 00:00:00+00,256.14560906,,L1FS,,CALMU,CA,,003881,{EB1A7D83-4375-48EA-8081-27F7298D5BF2},N,,0.0521924679734348,0.000109885334307505
1358,USFS,FIMT,Unknown,2017/11/01 00:00:00+00,2017-CACNF-003839,2017,WILDOMAR,CACNF,2017/10/31 00:04:59+00,866.27247874,,LGH2,,CACNF,CA,5652,003839,{C883C263-82A7-4E09-80EA-7EF44D33F4E1},N,,0.110352058784204,0.000340500004836335
1364,BLM,WFDSS,Other,2017/09/05 00:00:00+00,2017-CANOD-005152,2017,MUD,CANOD,2017/09/01 06:00:00+00,6199.31760763,,LA25,,CANOD,CA,5554,005152,{A5311EC3-225E-4EB8-A9AB-8419AE8459E3},N,,0.192998092413212,0.00266315998421302
1371,CDF,NIFC FTP,Infrared Image,2018/07/12 00:00:00+00,2018-CALNU-009502,2018,COUNTY,CALNU,2018/07/11 22:30:00+00,89836.72433614,,LXS9,,CALNU,CA,5885,009502,{CCE570A7-083A-4BDB-9D53-FB97A6125D8E},N,,1.7237729696817,0.0376274009421223
1399,USFS,FIMT,Unknown,2017/09/08 00:00:00+00,2017-CAKNF-006685,2017,FOURTH,CAKNF,2017/09/08 01:15:59+00,24.31700153,SALMON AUGUST COMPLEX,,{c5d9c872-35d6-482c-ba68-91b783796d48},CAKNF,CA,,006685,{0CCDD764-B82C-4EE1-9939-315E09C6AF04},Y,K9N2,0.0121656689218148,1.05587703734587e-05
1404,USFS,FIMT,Unknown,2017/09/08 00:00:00+00,2017-CAKNF-006678,2017,CLAIRE,CAKNF,2017/09/08 01:15:59+00,12.89506444,SALMON AUGUST COMPLEX,,{c5d9c872-35d6-482c-ba68-91b783796d48},CAKNF,CA,,006678,{89590A16-3DF5-440E-B41D-C52ED77C6F1D},Y,K9N2,0.00905884502990876,5.59497710240719e-06
1413,USFS,FIMT,Unknown,2017/08/29 00:00:00+00,2017-CASRF-000874,2017,Dutchman,CASRF,2017/08/28 12:04:00+00,1572.79633561,Ruth Complex,K89D,{5f38029d-e127-4055-8035-cf0a6ee458e2},CASRF,CA,,000874,{652DF30D-9DC9-4A28-805E-0E604808D2EB},Y,K9AJ,0.169245205060461,0.000673134510865946
1414,USFS,FIMT,Unknown,2017/08/29 00:00:00+00,2017-CASRF-000877,2017,Willie,CASRF,2017/08/28 12:04:00+00,3142.2233458,Ruth Complex,K896,{5f38029d-e127-4055-8035-cf0a6ee458e2},CASRF,CA,,000877,{2D5AF4B7-D5A1-4BF6-ADC5-79D574091A8C},Y,K9AJ,0.262296286140854,0.00134347200443629
1418,Local agency,FIMT,Unknown,2011/09/12 00:00:00+00,2011-CAKRN-GFM9,2011,Div Z,,2011/09/12 01:25:00+00,5.17802387,Comanche Complex,,,CAKRN,CA,,,,Y,GFM9,0.00802989236342508,2.06923030658094e-06
1419,USFS,FIMT,Unknown,2017/08/29 00:00:00+00,2017-CAKNF-006329,2017,RUSH,CAKNF,2017/08/29 00:23:00+00,3.7776354,SALMON AUGUST COMPLEX,,{c5d9c872-35d6-482c-ba68-91b783796d48},CAKNF,CA,,006329,{D5D53DBF-35A1-4844-9018-9151A17ACE4C},Y,K9N2,0.00564749124882956,1.63952000338908e-06
1425,USFS,WFDSS,Infrared Image,2018/11/13 00:00:00+00,2018-CASQF-002786,2018,Mountaineer Fire,CASQF,2018/11/09 20:00:00+00,828.53615485,,L59T,,CASQF,CA,,002786,{A9D9AC1D-F711-422B-9FD7-14D58600E9C3},N,,0.122212594424785,0.00033605894974498
1457,CDF,Pulled from EGP REST Service,GPS-Walked,2018/06/11 00:00:00+00,2018-CAMVU-008372,2018,RECYCLE,CAMVU,2018/06/07 21:32:00+00,248.38068632,,LUY9,,CAMVU,CA,,008372,{F4A65FEA-A595-4826-AF31-D6499F60666A},N,,0.0622457954451543,9.66125426540587e-05
1466,USFS,,Infrared Image,2017/09/14 00:00:00+00,2017-CASRF-000863,2017,Young,CASRF,2017/09/13 22:44:59+00,3208.10539881,ECLIPSE COMPLEX,K9BV,{27d0f5a8-e237-461a-bdc2-bb0e478ba248},CASRF,CA,5521,000863,{3528A39A-DF47-4435-AEEB-2D94AC4F4283},Y,K9QB,0.280433088114419,0.00140733237027384
1489,USFS,,Infrared Image,2017/09/14 00:00:00+00,2017-CASRF-000728,2017,UKONOM,CASRF,2017/09/13 21:45:00+00,4241.09262963,Orleans Complex,,{6afb77bb-2dbe-40ef-b3c9-8ba44ee9b999},CASRF,CA,,000728,{B638D0BB-7B0A-4FA0-AFA7-818618A105F6},Y,K734,0.351799060077111,0.00185331150236638
1492,USFS,FIMT,Unknown,2017/09/14 00:00:00+00,2017-CASNF-001743,2017,RAILROAD,CASNF,2017/09/13 22:41:59+00,12371.14869942,,LA2M,,CASNF,CA,5553,001743,{96109006-69CF-4AF3-A8C1-D1981CE1FCCA},N,,0.876743287236441,0.00509773145157997
1503,State Agency,"WFDSS; GPS air",GPS-Flight,2015/02/13 00:00:00+00,2015-CABDU-001662,2015,Round,,2015/02/09 11:00:00+00,6537.45943185,,JH7Z,,CABDU,CA,,001662,{0EFA3D39-E92F-4401-BF18-1254D06CB7C6},N,,0.29183814512367,0.00269542243862507
1510,USFS,FIMT,Unknown,2017/08/23 00:00:00+00,2017-CAKNF-005502,2017,CLEAR,CAKNF,2017/08/22 19:43:00+00,6492.26893063,ECLIPSE COMPLEX,K8EN,{27d0f5a8-e237-461a-bdc2-bb0e478ba248},CAKNF,CA,5433,005502,{A8305899-8606-4E8F-BBE1-3394B930B128},Y,K9QB,0.520399139639817,0.00284111427244362
1514,USFS,FIMT,Infrared Image,2017/08/24 00:00:00+00,2017-CAKNF-005905,2017,PRESCOTT,CAKNF,2017/08/24 01:30:00+00,20263.32286909,ECLIPSE COMPLEX,,{27d0f5a8-e237-461a-bdc2-bb0e478ba248},CAKNF,CA,,005905,{287CC431-0221-40B0-9C41-190379B11ABD},Y,K9QB,1.1790655668078,0.00887295514299121
1517,USFS,IR heat perimeter,Infrared Image,2015/10/15 00:00:00+00,2015-CASRF-001470,2015,Nickowitz,,2015/10/14 22:27:00+00,7514.21248954,,J0S5,,CASRF,CA,4466,001470,{B3730A9E-CD2D-43E7-AA10-66182EEE9E74},N,,0.55848188022755,0.00327685511538465
1527,State Agency,IR heat perimeter,Infrared Image,2015/09/10 00:00:00+00,2015-CAFKU-014679,2015,Creek,,2015/09/09 22:30:00+00,168.26622313,,J3EH,,CAFKU,CA,,014679,{7F08F296-294E-4F83-B973-0BF4263A388D},N,,0.0605866103872505,6.86608581052303e-05
1552,BLM,WFDSS,GPS-Flight,2018/06/20 00:00:00+00,2018-CANOD-002938,2018,TUMBLEWEED,CALMU,2018/06/19 09:59:59+00,645.40211985,,LVZ5,,CANOD,CA,,002938,{A3ACBC6C-2C8B-42B0-A5FD-FFCEECDFAA5A},N,,0.118976834285503,0.000277020262925814
1553,CDF,Event Standard Perims,Mixed Methods,2018/06/22 00:00:00+00,2018-CABEU-002668,2018,EASTERN,CABEU,2018/06/12 10:25:00+00,528.17186005,,LUL4,,CABEU,CA,,002668,{982435D3-9938-4363-A625-494BFBC566A1},N,,0.108713046053791,0.000214646786186185
1560,C&L,,Unknown,2017/10/15 00:00:00+00,2017-CAORC-110494,2017,CANYON 2,,2017/10/13 14:09:00+00,9215.40686972,,LE6Z,,CAORC,CA,,110494,{8DD9B655-367A-4446-A544-5409A3034132},N,,0.46457722462741,0.00363184215301031
1571,FS,Pulled from EGP REST Service,GPS-Walked,2018/08/03 05:06:43+00,2018-NVHTF-030274,2018,Gold,NVHTF,2018/06/27 20:29:59+00,0.42570052,,LW7Y,,NVHTF,CA,,030274,{4DB629A2-E2F5-41AF-9291-27B074488FA5},N,,0.00186956329303942,1.78655592840887e-07
1581,USFS,FIMT,Unknown,2014/09/09 00:00:00+00,2014-CAKNF-006125,2014,Devil,,2014/09/08 18:59:59+00,3.48612095,July Complex,,{C60F8D84-5F11-4B47-9756-7B44C56BBA8F},CAKNF,CA,4035,006125,{7EE01C3C-CDA2-4CA7-8262-D9738FBAF0A9},Y,H91E,0.00560781410138913,1.51818261661319e-06
1583,USFS,IR heat perimeter,Infrared Image,2014/09/12 00:00:00+00,2014-CAKNF-006004,2014,Sutcliffe,,2014/09/12 00:10:00+00,27.55238496,Happy Camp Complex,,{6787d235-42f9-4973-a979-83d823328d5f},CAKNF,CA,4078,006004,{FC4199BC-A8A9-49A5-AD6D-D53C418E84F5},Y,JB1F,0.0147970419447406,1.21049061181091e-05
1592,USFS,"WFDSS; GPS ground; no entry in FireCode",GPS-Walked/ Driven,2013/07/09 00:00:00+00,2013-CASHF-001656,2013,Snag,,2013/07/04 15:00:00+00,0.16162146,,,,CASHF,CA,,001656,,N,,0.0014292981095873,7.05220109247114e-08
1593,USFS,IR heat perimeter,Infrared Image,2014/09/12 00:00:00+00,2014-CAKNF-006009,2014,Tims,,2014/09/12 00:10:00+00,13.16799373,Happy Camp Complex,,{6787d235-42f9-4973-a979-83d823328d5f},CAKNF,CA,4078,006009,{9363B271-E8C4-4050-8B3D-3779B3D37A77},Y,JB1F,0.0112629305213478,5.78144744732007e-06
1594,USFS,FIMT,Unknown,2014/09/09 00:00:00+00,2014-CASHF-002419,2014,Rays,,2014/09/08 18:59:59+00,20.83399472,July Complex,,{C60F8D84-5F11-4B47-9756-7B44C56BBA8F},CAKNF,CA,4035,002419,{B1BE0563-D682-4717-9457-70E55F52255A},Y,H91E,0.0194359177046474,9.03017749470453e-06
1597,State Agency,"WFDSS; GPS air",GPS-Flight,2014/05/27 00:00:00+00,2014-CALNU-003925,2014,Indian,,2014/05/26 00:00:00+00,153.77188146,,H4Z8,,CALNU,CA,,003925,{6B4CAB37-D3D6-465C-9C06-3C08683FD49C},N,,0.0367639086527087,6.48580453579409e-05
1601,CDF,FIMT,Unknown,2017/10/13 00:00:00+00,2017-CABTU-015933,2017,CHEROKEE,CABTU,2017/10/12 19:30:00+00,8415.80307617,,LE65,,CABTU,CA,,015933,{A6C0D694-3E3E-433D-9274-DD6511E70397},N,,0.441358077750067,0.00357081350460674
1611,Local Agency,"WFDSS; GPS walked",GPS-Walked,2013/10/17 00:00:00+00,2013-CALAC-232559,2013,Madre,,2013/09/30 00:00:00+00,244.97607545,,HZ2Q,,CALAC,CA,3737,232559,,N,,0.0458816521968176,9.6930032110387e-05
1620,NPS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAKNP-000133,2013,WILLOW CREEK,,2013/09/11 00:00:00+00,0.09664447,,HY7T,,CAKNP,CA,,000133,,N,,0.00110972994120164,3.93070987061303e-08
1621,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAENF-018838,2013,VOLCANO,,2013/08/03 00:00:00+00,10.93473102,,HTY1,,CAAEU,CA,,018838,,N,,0.0107061833903875,4.60021578354294e-06
1622,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANEU-021149,2013,MCDANIEL,,2013/09/12 00:00:00+00,9.20468626,,HY84,,CANEU,CA,,021149,,N,,0.00872769936160427,3.88331341062264e-06
1634,BLM,Pulled from EGP REST Service,GPS-Driven,2018/07/10 05:05:12+00,2018-CACDD-010608,2018,AGUA CALIENTE,CASCA,2018/07/09 22:45:41+00,108.66139222,,LY0Q,,CACDD,CA,,000354,{789E10D1-F796-42EB-8362-88E4AB7E7363},N,,0.0676697115435363,4.27961430319048e-05
1671,BLM,FPER,GPS-Walked,2018/02/07 00:00:00+00,2017-CACDD-010789,2017,IRWIN,,2017/07/13 00:00:00+00,10.41082883,,K5GX,,CACDD,CA,,010789,{F765E2C9-7FD7-43BD-A369-42719F5CCDE1},N,,0.0106187227970604,4.15921353360128e-06
1672,State Agency,FIMT,Unknown,2012/07/31 00:00:00+00,2012-CAMEU-005115,2012,North,,2012/07/29 22:22:59+00,384.90419905,,G30E,,CAMEU,CA,,005115,,N,,0.0781481851458057,0.000162252190133495
1681,USFS,IR heat perimeter,Infrared Image,2015/09/21 00:00:00+00,2015-CASHF-002082,2015,Pattison,,2015/09/20 20:23:00+00,29410.23450056,South Complex,,{A0137E64-0D0C-4327-9B15-B7F625775E06},CASHF,CA,4442,002082,{B09ECB62-6483-4F8A-9943-99863E39FA5D},Y,J0MZ,1.39024634809965,0.0126780343507782
1685,USFS,CALFIRE inc# 63759,Unknown,2013/06/20 00:00:00+00,2012-CARRU-063759,2012,CARY,,2012/06/29 00:00:00+00,160.43041046,,GZ7A,,CARRU,CA,,063759,,N,,0.0422136605232165,6.30448073918939e-05
1686,USFS,FIMT,Unknown,2012/09/15 00:00:00+00,2012-CAANF-004803,2012,Williams,,2012/09/07 21:42:00+00,4175.37681433,,G7L0,,CAANF,CA,3230,004803,,N,,0.225374246813613,0.00165381030715402
1702,State Agency,,Unknown,2013/06/20 00:00:00+00,2012-CALMU-004047,2012,CHENEY,,2012/09/13 00:00:00+00,230.51222825,,G8BX,,CALMU,CA,,004047,,N,,0.050602181689903,9.89624969075705e-05
1762,BLM,FPER,Mixed Methods,2018/02/06 00:00:00+00,2017-CACND-001916,2017,ALPAUGH 2,,2017/07/26 00:00:00+00,78.09462569,,K78L,,CACND,CA,,001916,{EA53BC6E-9933-4D90-8C8F-01228D7528D9},N,,0.0244022574638232,3.15202764726176e-05
1815,USFS,"WFDSS;Drawn / Ground",Hand Sketch,2017/09/14 00:00:00+00,2017-CAMNF-001227,2017,SKELETON,CAMNF,2017/09/14 00:00:00+00,54.99601719,SLIDE COMPLEX,,{b9f5ddbb-9917-42ae-8104-6f7c81be32f0},CAMNF,CA,,001227,{FBF0BA4F-01BF-4253-BA79-4039C153D2EE},Y,,0.0244480520140015,2.32715744060498e-05
1823,USFS,GPS ground,GPS-Walked/ Driven,2011/12/07 00:00:00+00,2011-CAENF-027981,2011,Blacksmith,,2011/12/06 12:40:00+00,101.36312733,Eldorado Wind Complex,GLC9,,CAENF,CA,2737,027981,,Y,GLE7,0.048520359751096,4.26446164218696e-05
1826,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CATNF-000009,2013,BAR,,2013/05/04 00:00:00+00,15.35910923,,,,CATNF,CA,,000009,,N,,0.0169085800701237,6.50833043336916e-06
1860,CDF,Event Standard Perims,Infrared Image,2017/12/12 00:00:00+00,2017-CAMVU-024612,2017,LILAC 5,CAMVU,2017/12/12 01:09:00+00,4080.61470999,,LJB5,,CAMVU,CA,,024612,{8822D5B4-E265-4FD2-A2BD-88E4AC044B93},N,,0.371079502791619,0.00159865345257597
1861,USFS,Event Standard Perims,Mixed Methods,2017/12/14 00:00:00+00,2017-CASQF-002385,2017,PIER,CASQF,2017/10/06 00:00:00+00,36619.42576803,,LA1W,,CASQF,CA,5548,002385,{34C1BA5F-65D8-4BA8-9A44-BC930B668F5A},N,,0.910717140311191,0.0148354660329784
1881,CDF,,GPS-Walked,2017/09/29 00:00:00+00,2017-CASLU-011022,2017,POLY,,2017/09/28 00:00:00+00,105.66609441,,LD6S,,CASLU,CA,,011022,{8FD4A991-CD99-44E4-95C0-C87D7A2F8A3A},N,,0.0430722767349182,4.23760593036289e-05
1884,NPS,WFDSS,Hand Sketch,2017/08/21 00:00:00+00,2017-CAYNP-000090,2017,Porcupine,CAYNP,2017/08/11 00:00:00+00,2.14645702,,K8V0,,CAYNP,CA,,000090,{05268CF9-9B4B-4463-814C-95F48BBD44D4},N,,0.00362626128951732,8.88885462503372e-07
1913,BLM,"Event Standard Perims; FINAL",Mixed Methods,2018/08/07 00:00:00+00,2018-CAOVD-001396,2018,HOTCREEK,CAOVD,2018/08/01 15:24:59+00,436.23186061,,L2C1,,CAOVD,CA,6075,001396,{C9E91271-4C8E-47B9-A3A4-D129A3214519},N,,0.0944859908662862,0.000180372778173816
1925,State Agency,"FIMT; no entry in FireCode",Unknown,2014/05/16 00:00:00+00,2014-CAMVU-010260,2014,Aurora,,2014/05/15 23:44:00+00,9.62202524,,,,CAMVU,CA,,010260,,N,,0.00945973796261481,3.74975667042935e-06
1985,USFS,IR heat perimeter,Infrared Image,2015/08/09 00:00:00+00,2015-CASRF-001414,2015,Swayback,,2015/08/09 00:00:00+00,38.41334331,Mad River Complex,,{F7197F47-AE99-4808-8776-6898B6ED999E},CASRF,CA,4436,001414,{8EE6705F-4B8D-4CDF-8D17-AF1584EA6500},Y,J0JC,0.0192450061738249,1.64802198164935e-05
1999,C&L,Pulled from EGP REST Service,GPS-Walked,2018/08/03 05:06:54+00,2018-NVCCD-030255,2018,Stateline,CATNF,2018/06/20 23:16:00+00,1.05006417,,LV99,,NVCCD,CA,,030255,{E594117A-88DE-4DAE-8571-FEABDA26CF4C},N,,0.00393353627686166,4.46111680436592e-07
2003,State Agency,IR heat perimeter,Infrared Image,2015/08/02 00:00:00+00,2015-CALNU-006678,2015,Wragg,,2015/08/02 02:26:59+00,8049.33472478,,JZR5,,CALNU,CA,,006678,{1B8A3D2B-AD6B-4D21-9017-99E46102A4C8},N,,0.379053912584572,0.00336336215068154
2005,USFS,IR heat perimeter,Infrared Image,2015/10/13 00:00:00+00,2015-CASHF-002067,2015,Fork Complex,,2015/10/10 21:48:00+00,36527.36512032,Fork Complex,J0HS,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},CASHF,CA,4428,002067,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},Y,J0HS,1.77527968459714,0.0156996442716308
2011,USFS,WFDSS,Other,2017/10/05 00:00:00+00,2017-CAINF-001652,2017,BARS,CAINF,2017/10/04 00:00:00+00,87.85201675,,,,CAINF,CA,,001652,{F052C894-6A92-44E5-8A9D-422E0F85F7AD},N,,0.0260492726106898,3.5632208910082e-05
2013,State Agency,"FIMT; GPS air",GPS-Flight,2014/03/24 00:00:00+00,2014-CABEU-001099,2014,Encinal,,2014/03/22 16:09:00+00,190.40118694,,,,CABEU,CA,,001099,,N,,0.0504226962907062,7.76619992672113e-05
2054,State Agency,,Unknown,2013/06/20 00:00:00+00,2012-CALNU-008431,2012,TWENTY NINE,,2012/10/18 00:00:00+00,313.99616131,,G9XQ,,CALNU,CA,,008431,,N,,0.0612403957106131,0.000131894059583459
2082,USFS,"WFDSS; No entry in FireCode",,2015/07/16 00:00:00+00,2015-CAPNF-000885,2015,Nye,,2015/07/14 15:00:00+00,0.05313531,,,,CAPNF,CA,,000885,{64F8D94E-F358-4DCF-9FE1-B12B3111BC62},N,,0.00062516641334443,2.26727415045961e-08
2086,CDF,FPER,Mixed Methods,2018/02/06 00:00:00+00,2017-CABDU-009854,2017,Bridge 2,CACDD,2017/07/19 00:00:00+00,460.28941115,,K5L3,,CABDU,CA,,009854,{A4052C1A-A631-454D-B0FB-A6CC4E4D2AB3},N,,0.0816540064577887,0.000181970741274616
2088,USFS,IR heat perimeter,Infrared Image,2015/08/27 00:00:00+00,2015-CASHU-008300,2015,Democrat,,2015/08/27 01:15:00+00,119.94147276,Fork Complex,,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},CASHF,CA,4428,008300,{923815F9-20AA-49C7-835F-C9F08B1DA348},Y,J0HS,0.034069192448474,5.17320457841421e-05
2090,USFS,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CASTF-000033,2011,PUNCH,,2011/09/12 00:00:00+00,507.45373931,,,,CASTF,CA,,000033,,N,,0.0679795339429134,0.000211326102540209
2102,CDF,"FIMT; Original data posted with NEU Wind Complex but no Irwin link to complex",Unknown,2017/10/16 00:00:00+00,2017-CANEU-026279,2017,MCCOURTNEY,CANEU,2017/10/15 19:44:59+00,75.53836547,,LE5S,,CANEU,CA,,026279,{621CF578-D7DE-4336-8CE1-2C83ACE1BBE6},N,,0.055883947267839,3.18754079322224e-05
2103,CDF,"FIMT; Original data posted with NEU Wind Complex but no Irwin link to complex",Unknown,2017/10/16 00:00:00+00,2017-CANEU-026275,2017,LOBO,CANEU,2017/10/15 19:44:59+00,820.64409899,,LE5T,,CANEU,CA,,026275,{221289A1-9432-4205-A030-F1CEE62BE5E6},N,,0.139034321874306,0.000346512959886767
2112,USFS,IR heat perimeter,Infrared Image,2015/06/22 00:00:00+00,2015-CASHF-001371,2015,Saddle,,2015/06/20 23:35:00+00,1542.94641752,,JR7U,,CASHF,CA,4278,001371,{1166A376-514D-4391-AC77-52D9A3914510},N,,0.231401020992834,0.000665165515426854
2129,USFS,Event Standard Perims,Mixed Methods,2017/11/01 00:00:00+00,2017-CASQF-002753,2017,LION,CASQF,2017/10/31 18:55:00+00,18913.57708132,,,,CASQF,CA,5626,002753,{50FA1033-C653-479F-8661-4647D0B25CB8},N,,0.617577570943878,0.00767666133225813
2137,CDF,FPER,Mixed Methods,2018/02/06 00:00:00+00,2017-CAFKU-009289,2017,DERRICK,CAFKU,2017/04/03 00:00:00+00,1561.66316048,,K3W7,,CAFKU,CA,,009289,{BC12DAD9-C86B-4350-B121-E07B4472A535},N,,0.129022195385463,0.000633344526026208
2146,USFS,GPS ground,GPS-Walked/ Driven,2011/12/04 00:00:00+00,2011-CAKRN-024279,2011,Peak,,2011/08/09 00:00:00+00,120.4073128,,F9YH,,CAKRN,CA,,024279,,N,,0.0353668054675662,4.83565471792542e-05
2151,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANEU-015251,2013,HAMMONTON,,2013/07/06 00:00:00+00,8.08412184,,HN9V,,CANEU,CA,,015251,,N,,0.00819334562908735,3.41172941782306e-06
2174,USFS,"WFDSS; No entry in FireCode",,2015/08/04 00:00:00+00,2015-CAMNF-001157,2015,Boardman,,2015/08/03 00:00:00+00,71.1842243,,,,CAMNF,CA,,001157,{CBBE5297-942C-4CD2-8796-8814EE7DFF97},N,,0.0233778478863899,3.01514406102784e-05
2183,BLM,FPER,GPS-Walked/ Driven,2018/02/07 00:00:00+00,2017-CANOD-004159,2017,R-2,CANOD,2017/07/30 00:00:00+00,26.49384848,,K7WF,,CANOD,CA,,004159,{0385C3E7-8BD3-47EB-8459-FD1F81F4E89A},N,,0.0208869631328605,1.13822770843493e-05
2203,USFS,"Unnamed fires in complex; No IRWINID available",Infrared Image,2017/12/12 00:00:00+00,2017-CAKNF-006098,2017,Eclipse Complex,,2017/10/13 00:53:59+00,13.92126803,ECLIPSE COMPLEX,,{27D0F5A8-E237-461A-BDC2-BB0E478BA248},CAKNF,CA,,006098,,Y,K9QB,0.0133467571065886,6.10110086267039e-06
2207,C&L,FIMT,Unknown,2017/12/11 00:00:00+00,2017-CALFD-030179,2017,SKIRBALL,CALFD,2017/12/10 00:00:00+00,371.30762672,,LJA0,,CALFD,CA,,030179,{C1241B43-AFF0-4A6B-8391-E7AB9FA265A7},N,,0.0704347540880583,0.000146793816725072
2214,USFS,"WFDSS; GPS air; no entry in FireCode",GPS-Flight,2011/10/18 00:00:00+00,2011-CASQF-003570,2011,Golden,,2011/10/17 00:00:00+00,11.86757637,,,,CASQF,CA,,003570,,N,,0.00909582578503453,4.81269072689158e-06
2239,USFS,FIMT,Unknown,2016/08/10 00:00:00+00,2016-CAINF-001415,2016,CLARK,CAINF,2016/08/10 06:03:00+00,2822.04670228,,KKY5,,CAINF,CA,4927,001415,{E1C61558-FFA3-4BA1-8CE2-455465FC2A07},N,,0.21464145919661,0.00116828949893033
2250,BLM,FPER,Mixed Methods,2018/02/06 00:00:00+00,2017-CACDD-010474,2017,CHRISTMAS,CACDD,2017/07/07 00:00:00+00,33.55242847,,K4S4,,CACDD,CA,,010474,{7BC3BE30-1242-4369-B5E5-AA3CEB24D925},N,,0.0147857755320342,1.32132820587379e-05
2266,Local Agency,No entry in FireCode,,2015/12/30 00:00:00+00,2015-CAVNC-15-0089187,2015,Solimar,,2015/12/29 14:55:59+00,1287.38812291,,,,CAVNC,CA,,089187,{FE6E92F8-770E-49A0-BFFF-B2133455598B},N,,0.132327961486699,0.000510201341337497
2294,USFS,IR heat perimeter,Infrared Image,2015/10/13 00:00:00+00,2015-CASHF-002029,2015,Garden,,2015/10/10 21:48:00+00,0.03171025,Fork Complex,,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},CASHF,CA,4428,002029,{D998176E-A1D4-4B76-8634-F8D72C2220C3},Y,J0HS,0.00045080892957079,1.36237008306351e-08
2303,BLM,FPER,Mixed Methods,2018/02/07 00:00:00+00,2017-CANOD-004673,2017,R-4 RANCH,CANOD,2017/08/12 00:00:00+00,120.25044397,,K9AT,,CANOD,CA,,004673,{2059EDE9-B534-4380-99FE-2E01DC3EE4AF},N,,0.0422994876678759,5.16097039039144e-05
2304,BLM,FPER,Mixed Methods,2018/02/07 00:00:00+00,2017-CANOD-004985,2017,R-5,,2017/08/27 00:00:00+00,203.96822696,,K95R,,CANOD,CA,,004985,{7D7D9564-B458-49AE-928E-927E81BFE1D8},N,,0.0990112044727712,8.77654913305625e-05
